,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
204,J85BEHI9,journalArticle,2011,"Hreno, J.; Bednar, P.; Furdík, K.; Sabol, T.",Integration of government services using semantic technologies,Journal of Theoretical and Applied Electronic Commerce Research,,,10.4067/S0718-18762011000100010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955514915&doi=10.4067%2FS0718-18762011000100010&partnerID=40&md5=774bc2271a1a505f8b51c5bdfa6e2ab0,"The paper describes an approach to semantic interoperability of eGovernment services applied within the 027020 FP6 IST Access-eGov project. The goal of the project was to improve accessibility and connectivity of governmental services for citizens and businesses by means of creating integrated scenarios and providing guidance to users while following this scenario. The scenario helps the user to identify and fulfil any needed electronic or real governmental services in a selected life situation. The Access-eGov project has developed software tools enabling service integration using semantic technologies. In addition to that, a methodology providing guidance to the user-driven process of creating ontologies was developed. Sample ontologies were prepared for trial applications. The developed tools support browsing, discovery, and execution of government services according to a selected life event or goal. The project successfully developed and tested the proposed solutions. The software developed within the project is available as open source software. © 2011 Universidad de Talca - Chile.",2011,2026-01-17 07:02:48,2026-01-17 07:09:03,,143-154,,1,6,,J. Theor. Appl. Electron. Commer. Res.,,,,,,,,English,,,Scopus,,,,,,,,Ontology; Semantic interoperability; E-government; Semantic annotation; Semantic web services; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:23:07,EC1 – Off-topic
78,QYG8F88X,conferencePaper,2020,"Bihl, T.J.; Talbert, M.",Analytics for autonomous C4ISR within e-government: A research agenda,Proc. Annu. Hawaii Int. Conf. Syst. Sci.,15301605 (ISSN); 9780769530758 (ISBN); 0818673249 (ISBN); 0769514359 (ISBN); 0818632305 (ISBN); 9780998133119 (ISBN); 0769530753 (ISBN); 0769525075 (ISBN); 9780998133140 (ISBN); 9780998133126 (ISBN); 9780769525075 (ISBN),,10.24251/hicss.2020.271,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108155686&doi=10.24251%2Fhicss.2020.271&partnerID=40&md5=a59f75cce44f57ccca23dbf75e1a41f3,"e-Government enables big data analytics to support decision processes in governing. C4ISR (Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance) is essentially e-Government scoped to military decision processes. The value of big data and its challenges are common to both. High variety and demand for veracity compel domain expertise-specific data analysis, and increasing volume and velocity hinder data analytics at scale. These conditions challenge even highly automated methods for comprehensive cross-domain analytics, and motivate cognitive approaches such as underlie Autonomous Systems (AS) aimed at C4ISR. a C4ISR framework is examined by parts, linking each C to ISR capability, and a taxonomy of analytics is extended to include cognitive autonomy enablers. Coupling these frameworks, the authors propose an extension of cognitive approaches for autonomy in C4ISR to e-Government in general and outline a research agenda for attaining it. © 2020 IEEE Computer Society. All rights reserved.",2020,2026-01-17 07:02:47,2026-01-17 07:09:03,,2218-2227,,,2020-January,,,,,,,,IEEE Computer Society,,English,,,Scopus,,,,Journal Abbreviation: Proc. Annu. Hawaii Int. Conf. Syst. Sci.,,,,Advanced Analytics; e-Government; e-government; Big data; Cognitive approaches; Cognitive systems; Command control; Computer intelligences; Control communications; Data analytics; Data Analytics; Decision process; Domain expertise; Intelligence surveillance and reconnaissances; Research agenda; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Bui, T.X.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proceedings of the Annual Hawaii International Conference on System Sciences,,,,,,,,,,,,,,,,0,2026-01-21 10:24:20,EC3 – Narrow domain specificity
86,B9ALX8TM,conferencePaper,2019,"Majumder, M.; Wisniewski, L.; Diedrich, C.",A Comparison of OPC UA & Semantic Web Languages for the purpose of Industrial Automation Applications,"IEEE Int. Conf. Emerging Technol. Factory Autom., ETFA",19460740 (ISSN); 9798350339918 (ISBN); 9781424408269 (ISBN); 1424415063 (ISBN); 9781424415069 (ISBN); 9781728189567 (ISBN); 9781538671085 (ISBN); 1424406811 (ISBN); 0780379373 (ISBN); 9781467347372 (ISBN); 9781457700187 (ISBN),,10.1109/ETFA.2019.8869113,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074187609&doi=10.1109%2FETFA.2019.8869113&partnerID=40&md5=261133f1d62dce5daf482ff766fc1c5b,"The emergence of the Internet of Things (IoT) and Cyber-Physical Systems (CPSs) has revolutionized the industrial sectors around the world. Industry 4.0, a digitalization endeavour by the government of Germany for the factories of the future, aims to create intelligent, self-organized, and self-optimized smart factories by combining the IoT, cloud computing and artificial intelligence together. Interoperability is one of the crucial aspects of Industry 4.0 which requires standardized information models and exchange mechanisms for heterogeneous platform integration. Despite the development of various industry standards, this still remains the biggest burden due to multiple protocols, technologies, and policies involved. A common understanding of data semantics can be helpful in mitigating such problem. This paper provides a detailed comparison between the modelling approaches of Open Platform Communication Unified Architecture (OPC UA) and Resource Description Framework (RDF) and its extension languages. The aim is to garner a common understanding between these two modelling frameworks in order to generate a standardized mapping between them for the purpose of interoperable industrial applications. © 2019 IEEE.",2019,2026-01-17 07:02:47,2026-01-17 07:09:03,,1297-1300,,,2019-September,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: IEEE Int. Conf. Emerging Technol. Factory Autom., ETFA",,,,Semantic Web; Industry 4.0; OPC UA; Information theory; Internet of things; RDF; Computer architecture; Cyber physical systems (CPSs); Embedded systems; Factories of the futures; Factory automation; Industrial automation applications; Industrial plants; Information modelling; Information Modelling; Modeling languages; OWL; RAMI 4.0; RDFS; Resource description framework; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",,,,,,,,,,,,,,,,0,2026-01-21 10:24:39,EC5 – Non-government focus
41,2K73LT8X,journalArticle,2023,"Lamri, L.; Lyazid, S.",XACML-based semantic rules language and ontological model for reconciling semantic differences of access control rules,International Journal of Ad Hoc and Ubiquitous Computing,,17438225 (ISSN),10.1504/IJAHUC.2023.130977,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162056340&doi=10.1504%2FIJAHUC.2023.130977&partnerID=40&md5=ebd18c9a7efd9122810fcd7092c0a5a6,"Internet of things interconnects increasing numbers of artefacts and individuals, allowing the setup of ambient intelligence systems in multi-domains (e.g., hospitals). Designing a suitable architectural framework is required to ensure the efficiency and sustainability of the implementation of such systems. Consolidating public services about citizens’ safety and authorisation decisions when a resource is accessed in an open-dynamic environment are the main challenges that can be highlighted. Therefore, the semantic heterogeneity between the local policies of the different domains is a crucial lock for implementing this process. Our approach goes beyond the semantic web languages’ weaknesses by combining the XACML-based security policy model with a semantic rules language developed during the European SembySem Project. Built on top of RDF(S), the proposed model aims to abstract the security implementation, reconcile semantic differences across multi-domain, and maintain the local security policy. Moreover, this model addresses the semantic heterogeneity of sensors’ data during knowledge-sharing. © © 2023 Inderscience Enterprises Ltd.",2023,2026-01-17 07:02:47,2026-01-17 07:08:39,,1-17,,1,43,,Int. J. Ad Hoc Ubiquitous Comput.,,,,,,Inderscience Publishers,,English,,,Scopus,,,,,,,,Ontology; Sustainable development; Ontology's; Language model; Network security; IoT; ontology; Internet of things; Multi-domains; access control; authentication; Authorization; distributed systems; Distributed systems; internet of things; multi-domain; Resource Description Framework (RDF); Rules languages; Security systems; Semantic difference; Semantic rules; Semantics Heterogeneity; XACML; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:25:20,EC3 – Narrow domain specificity
227,EJDVEBZI,conferencePaper,2009,"Sciarrone, F.; Starace, P.",Ontological warehousing on semantically indexed data: Reusing semantic search engine ontologies to develop multidimensional schemas,"KDIR - Int. Conf. Knowl. Discov. Inf. Retr., Proc.",9789896740115 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954604600&partnerID=40&md5=7a3d8dc6153e783d4babafacf0dae0a3,"In this article we present a first experimentation of a Business Intelligence solution to dynamically develop multidimensional OLAP schemas through a reuse of ontologies, stored in concept and relations dictionaries and used by semantic indexing engines. The particular aspect of the proposed solution consists in the integration of semantic indexing techniques of non-structured documents, based on ontologies, with dynamic management techniques of unbalanced hierarchies in a Data Warehouse. As a case study, we embedded our solution into a real system, built for the analysis and management of experts' curricula in an e-government environment. We show how it is possible to automatically build OLAP dimensions, inheriting the hierarchic structure of ontologies, with the goal of using the semantically indexed data to carry out multidimensional OLAP analyses. The first experimental results are encouraging.",2009,2026-01-17 07:02:49,2026-01-17 07:09:03,,315-318,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: KDIR - Int. Conf. Knowl. Discov. Inf. Retr., Proc.",,,,Ontology; Semantics; Government data processing; Data warehouses; Information retrieval; e-Government; Search engines; Curricula; Schemas; Business intelligence; Data warehousing; Dynamic management; Hierarchic structures; Indexing (of information); Multidimensional olap; Non-structured documents; OLAP; Real systems; Semantic indexing; Semantic indexing techniques; Semantic search engines; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:26:33,EC2 – Tool- or implementation-only focus
237,RFQETA4H,conferencePaper,2008,"Yang, F.; Lin, P.-G.; Xu, R.-Z.",An emergency-driven virtual organization model for emergency management based on ontology,"Int. Conf. Wirel. Commun., Netw. Mob. Comput., WiCOM",9781424421084 (ISBN),,10.1109/WiCom.2008.2149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58049105555&doi=10.1109%2FWiCom.2008.2149&partnerID=40&md5=6f6c21b53a8983b067e87e719dc5403b,"The model presented in this paper is the main result of an on-going national science foundation project of china, called Emergency-Driven Virtual Organization(EDVO), which aims at building and developing an innovative software infrastructure (software, models, services, etc.) for supporting collaborative work of events handling in emergency/disaster scenarios. In such scenarios, different government's departments, belonging to different organizations, need to focus on the task of integrating, conforming and scheduling heterogeneous, distributed resources from multi-domains, as well as sharing knowledge among different organizations. Therefore, knowledge representation and sharing among the participating organizations become critical problems. A knowledge representation and sharing mechanism oriented to EDVO is proposed and a corresponding support platform is designed and developed. It is shown in practice that the model is able to solve the problem of knowledge sharing in different organizations in certain EDVO and improves cooperation among those departments. © 2008 IEEE.",2008,2026-01-17 07:02:49,2026-01-17 07:09:03,,,,,,,,,,,,,,,English,,,Scopus,,,,"Journal Abbreviation: Int. Conf. Wirel. Commun., Netw. Mob. Comput., WiCOM",,,,Ontology; Knowledge representation; Information theory; Wireless networks; Management; Knowledge sharing; Collaborative works; Critical problems; Distributed resources; Do-mains; Emergency managements; Events handlings; Mobile computing; National Science foundations; Ontology emergecy response; Sharing knowledges; Sharing mechanisms; Societies and institutions; Software infrastructures; Virtual organizations; Vitual organization; Wireless telecommunication systems; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:29:27,EC1 – Off-topic
76,FSGHHG44,conferencePaper,2020,"Nagpal, N.; Verma, P.; Kumar, P.",Evaluation of information retrieval performance metrics using real estate ontology,"Proc. Int. Conf. Smart Syst. Inven. Technol., ICSSIT",9781728158211 (ISBN),,10.1109/ICSSIT48917.2020.9214285,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094808230&doi=10.1109%2FICSSIT48917.2020.9214285&partnerID=40&md5=bb89a66a85c839d8f5f916864c950f48,"With an ever-increasing data over the internet, efficient information retrieval of data for its users has always been on stake. The issue is deeper when it comes to e-governance based real estate scenario, where there is a lack of interoperability found in buying and selling of property formats and loads of miscellaneous legal terminology that fetches inappropriate legal documentation for the users. Hence in today's Semantic web scenario, a Real estate ontology has been proposed under the Real Estate Information Retrieval Model and the model is evaluated by applying various information retrieval measures. This paper shows the implementation and analysis of various popular information retrieval metrics, be it a set retrieval or rank retrieval that can be used for performance evaluation of web retrieval of data. The proposed system depicts better results in almost all the metrics as compared to the initial user query set. © 2020 IEEE.",2020,2026-01-17 07:02:47,2026-01-17 07:09:03,,102-106,,,,,,,,,,,Institute of Electrical and Electronics Engineers Inc.,,English,,,Scopus,,,,"Journal Abbreviation: Proc. Int. Conf. Smart Syst. Inven. Technol., ICSSIT",,,,Ontology; Information retrieval; Ontologies; e-government; Analysis of various; E-governance; Information retrieval models; Information retrieval performance; Legal documentation; Performance Evaluation; Precision; Rank retrieval metrics; Real estate; Recall; Set retrieval metrics; User query; Web retrieval; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:29:41,EC1 – Off-topic
93,KAI3PUVX,conferencePaper,2019,"Farkas, G.; Vass-Várnai, A.; Gaál, L.; Rencz, M.","Modeling of light emitting device populations in the electrical, thermal and optical domain for luminaire design","ASME Int. Tech. Conf. Exhib. Packag. Integr. Electron. Photonic Microsyst., InterPACK",9780791859322 (ISBN),,10.1115/IPACK2019-6547,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084161400&doi=10.1115%2FIPACK2019-6547&partnerID=40&md5=fba001c30ad8fea260ac14ad815fd9dd,"A modeling methodology to speed up the design of luminaires composed of solid state light emitting devices has been elaborated in the Delphi4LED research project of the European Union. Starting with integrated and automated measurements of packaged LED devices in the electric, thermal and optical domain; the methodology provides SPICE like models, which besides the electrical properties also reflect the thermal and optical ones. The electrical and optical model is based directly on semiconductor physics, for precise modeling of the low-current and high-current decay of efficiency. The compact model of the thermal domain is based on the methodology defined in the previous DELPHI project. Measured data on the population are converted in an optimization process to best fit the model parameter sets. The paper presents the elaborated methodology and also outlines a new JEDEC standard encompassing multiple thermal test environments. © © 2019 ASME.",2019,2026-01-17 07:02:47,2026-01-17 07:09:03,,,,,,,,,,,,,American Society of Mechanical Engineers (ASME) infocentral@asme.org,,English,,,Scopus,,,,"Journal Abbreviation: ASME Int. Tech. Conf. Exhib. Packag. Integr. Electron. Photonic Microsyst., InterPACK",,,,Multi-domain modeling; Light emitting diodes; Automated measurement; Boundary condition; Boundary conditions; Compact model; Compact models; Current density; LED physics; Light emission; Light emitting devices; Microsystems; Model parameter sets; Modeling methodology; Multi domain modeling; Parameter extraction; Population statistics; Semiconductor physics; Thermal transient testing; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:31:16,EC1 – Off-topic
66,8HJHPNYS,conferencePaper,2021,"Mohamed, A.A.; El-Bendary, N.; Abdo, A.",An Essential Intelligent Framework for Regulatory Compliance Management in the Public Sector: The Case of Healthcare Insurance in Egypt,Lect. Notes Networks Syst.,23673370 (ISSN); 9789819652372 (ISBN); 9783031931055 (ISBN); 9789819662968 (ISBN); 9783031999963 (ISBN); 9783031950162 (ISBN); 9783031947698 (ISBN); 9783032004406 (ISBN); 9783031910074 (ISBN); 9783032066671 (ISBN); 9783031926105 (ISBN),,10.1007/978-3-030-90318-3_33,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120558985&doi=10.1007%2F978-3-030-90318-3_33&partnerID=40&md5=532b87946fb920e6afa1f13536982ba9,"In process-centric public enterprises, the business process (BP) is at the center of value-delivery of public services to the citizens. Governing public enterprise BPs requires the ability to control and guide BP activities according to applied laws. Ensuring compliance of processes with legal regulations becomes a critical government requirement. This paper proposes an ontology-based framework for regulatory-compliance management that provides an integrated view of the law architecture model, public enterprise model, and BP lifecycle to enable the design of compliance solutions that cover the full business process compliance lifecycle, i.e., design time, runtime, and offline monitoring and analysis. The proposed framework is based on an integrated semantic model representing the business process model and administrative laws concepts which provide a shared conceptualization of the BP activities and the related legal rules. This work seeks to lay down the requirements of an integrated architecture for semantic regulatory-compliance management in the context of the BP management lifecycle. The focus of this paper is the design-time compliance approach. Our proposed design-time compliance solution was validated using a running example from the Universal Health Insurance program of Egypt. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,397-409,,,232 LNNS,,,,,,,,Springer Science and Business Media Deutschland GmbH,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Networks Syst.,,,,Regulatory compliance; Business process modeling; Business process ontology; Enterprise model; Law ontology; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Silhavy, R.; Silhavy, P.; Prokopova, Z.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Networks and Systems,,,,,,,,,,,,,,,,0,2026-01-21 10:31:39,EC1 – Off-topic
175,G3RV7ARP,conferencePaper,2013,"Fitzpatrick, D.; Ratté, S.; Coallier, F.",RA-EKI: A use case for collaborative logistics planning in coalition force deployment,"Mil. Commun. Inf. Syst. Conf., MCC",9788393484843 (ISBN),,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893332028&partnerID=40&md5=b8301d37a7eaa379609c56ec65f512e8,"With greater reliance on coalitions for military force deployment, there is a need for organizational collaboration and system interoperability. Interoperability requires full exchange of data, information (contextualized data) and knowledge (actionable information), which ensures that coalition's members will fully collaborate in synchronizing their logistics plans and processes at all echelons. Existing architecture frameworks, such as NATO's Architecture Framework (NAF) and The Open Group architecture Framework (TOGAF), do not support knowledge management, required to process massive amount of data. In order to perform collaborative logistics planning, logisticians and commanders need to access, in a seamless manner, data and information from several domains from systems within the coalition and from external sources such as social media, government and supplier sites, to name a few. The integrated and structured data must then be transformed into information, or contextualized data, and ultimately into actionable information or knowledge. This paper proposes an innovative approach, the Reference Architecture of an Enterprise Knowledge Infrastructure (RA-EKI) that provides a holistic and integrative approach to manage the complete unstructured data to knowledge lifecycle applicable to military logistics planning. © 2013 Military University of Technology.",2013,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,,,,,,,,,IEEE Computer Society,,English,,,Scopus,,,,"Journal Abbreviation: Mil. Commun. Inf. Syst. Conf., MCC",,,,Interoperability; Enterprise Architecture; Information systems; Information use; Data integration; Knowledge management; Domain ontologies; Multi-domains; data integration; Multi-domain ontology; Reference architecture; Architecture frameworks; Collaborative logistics; enterprise architecture; Logistics; Logistics planning; Military logistic planning; Military logistics; military logistics planning; multi-domain ontology; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:31:53,EC5 – Non-government focus
105,LKBHX573,journalArticle,2018,,"8th Joint International Semantic Technology Conference, JIST 2018",Lecture Notes in Computer Science,,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),10.1007/978-3-030-04284-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057244364&partnerID=40&md5=7c44967da9cbbd598d63ad0598d97525,"The proceedings contain 29 papers. The special focus in this conference is on Semantic Technology. The topics include: Predicate invention based RDF data compression; a marker passing approach to winograd schemas; leveraging part-of-speech tagging for sentiment analysis in short texts and regular texts; a methodology for a criminal law and procedure ontology for legal question answering; a quantitative evaluation of natural language question interpretation for question answering systems; defind: a protege plugin for computing concept definitions in εL Ontologies; a graph-based method for interactive mapping revision; automatic ontology development from semi-structured data in web-portal: Towards ontology of thai rice knowledge; semantic diagnostics of smart factories; more is better: Sequential combinations of knowledge graph embedding approaches; making complex ontologies end user accessible via ontology projections; publication of statistical linked open data in Japan; building the core vocabulary of crop names to integrate the vocabularies by multiple government agencies; IMI: A common vocabulary framework for open government data; a conceptual framework for linking open government data based-on geolocation: A case of Thailand; construction and reuse of linked agriculture data: An experience of Taiwan government open data; inference of functions, roles, and applications of chemicals using linked open data and ontologies; Semantic navigation of disease-specific pathways: The case of non-small cell lung cancer (NSCLC); integrated semantic model for complex disease network; Implementing LOD surfer as a search system for the annotation of multiple protein sequence alignment; knowledge graph-based core concept identification in learning resources; ranking diagnoses for inconsistent knowledge graphs by representation learning.",2018,2026-01-17 07:02:48,2026-01-17 07:09:03,,,,,11341 LNCS,,Lect. Notes Comput. Sci.,,,,,,Springer Verlag service@springer.de,,English,,,Scopus,,,,,,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Ichise, R.; Lecue, F.; Muggleton, S.; Kozaki, K.; Kawamura, T.; Zhao, D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:32:14,EC4 – Non-scholarly publication type
70,7JAAD8QL,conferencePaper,2021,"Santos, G.; Pinto, T.; Vale, Z.; Corchado Rodríguez, J.M.",Semantic Interoperability for Multiagent Simulation and Decision Support in Power Systems,Commun. Comput. Info. Sci.,18650929 (ISSN); 9789819671748 (ISBN); 9789819664610 (ISBN); 9783032026743 (ISBN); 9783032008831 (ISBN); 9783032026712 (ISBN); 9789819671779 (ISBN); 9783031949425 (ISBN); 9789819666874 (ISBN); 9783031936968 (ISBN); 9783031941207 (ISBN),,10.1007/978-3-030-85710-3_18,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116443592&doi=10.1007%2F978-3-030-85710-3_18&partnerID=40&md5=a28997000565aeda76d4b8d7bf92c9ba,"Electricity markets are complex and dynamic environments with very particular characteristics. Ambitious goals, including those set by the European Union, foster the increased use of distributed generation, essentially based on renewable energy sources. This requires major changes in electricity markets and energy systems, namely through the adoption of the smart grid paradigm. The use of simulation tools and the study of different market mechanisms and the relationships between their stakeholders are essential. One of the main challenges in this area is developing decision support tools to address the problem as a whole. This work contributes to increasing interoperability between heterogeneous systems, namely agent-based, directed to the study of electricity markets, the operation of smart grid, and energy management. To this end, this work proposes the use of ontologies to ease the interaction between entities of different natures and the use of semantic web technologies to develop more intelligent and flexible tools. A multiagent systems society, composed of several heterogeneous multiagent systems, which interact using the proposed ontologies, is presented as a proof-of-concept. © 2021, Springer Nature Switzerland AG.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,215-226,,,1472 CCIS,,,,,,,,Springer Science and Business Media Deutschland GmbH,,English,,,Scopus,,,,Journal Abbreviation: Commun. Comput. Info. Sci.,,,,Interoperability; Ontology; European union; Ontology's; Semantic interoperability; Decision support systems; Ontologies; Complex environments; Decision supports; Dynamic environments; Economic and social effects; Electric power transmission networks; Electricity markets; Multi agent systems; Multi-agent systems; Multi-agents simulations; Multiagent decisions; Power; Power markets; Renewable energy resources; Smart grid; Smart Grids; Smart power grids; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"De La Prieta, F.; El Bolock, A.; Durães, D.; Carneiro, J.; Lopes, F.; Julian, V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Communications in Computer and Information Science,,,,,,,,,,,,,,,,0,2026-01-21 10:32:53,EC1 – Off-topic
261,FCUTGLJG,conferencePaper,2007,"Ni, N.; Xinli, Z.; Zhu, Z.",A semantic Web Service-oriented model for e-commerce,Int. Conf. Services Systems Services Manage. Proc. ICSSSM,9781424408856 (ISBN); 1424408857 (ISBN),,10.1109/ICSSSM.2007.4280191,https://www.scopus.com/inward/record.uri?eid=2-s2.0-40549130677&doi=10.1109%2FICSSSM.2007.4280191&partnerID=40&md5=e77f199b39ef41ef03bf421a2a211671,"E-commerce on the internet provides a high level of flexibility and openness, but it still has many drawbacks due to the heterogeneity of the exchanged information. Web Services have added a new level of functionality on top of current Web, enabling the use and combination of distributed functional components within and across company boundaries, but they offer only syntactical description that are hardly amenable to automation. Developments in the field of Semantic Web Services (SWS) show the opportunity of adding higher semantic levels to the existing frameworks, to improve their usage and ease scalability. In this paper, we outline a Semantic Web e-commerce in which data sources and services are made available through SWS, described by ontologies, allowing interoperability as well as reasoning to create a comprehensive response adapted to user goals. We present a semantic web service oriented model for e-commerce, aiming to integrate the development of Semantic Web services using the WSMO into ISR-III framework, it can also be applied to e-government. © 2007 IEEE.",2007,2026-01-17 07:02:49,2026-01-17 07:09:03,,,,,,,,,,,,,,,English,,,Scopus,,,,Journal Abbreviation: Int. Conf. Services Systems Services Manage. Proc. ICSSSM,,,,Interoperability; Semantic Web; Ontology; Web services; Web service; Data structures; Heterogeneity; WSMO; Electronic commerce; IRS-III; Data sources; Distributed functional components; e-commerce; Exchanged information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 10:33:07,EC5 – Non-government focus
18,2A848MI8,journalArticle,2024,"Stasis, A.; Kyriaki-Manessi, D.; Karakatsanis, I.; Dalaku, V.",Designing and Implementing the Hellenic Legislation Portal (HLP) — Challenges and Novelties,Journal of the Knowledge Economy,,18687865 (ISSN),10.1007/s13132-023-01376-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164494124&doi=10.1007%2Fs13132-023-01376-9&partnerID=40&md5=714cfd8d41655d236ee6010eacd2c382,"The paper focuses on the design and implementation of the Hellenic Legislation Portal aiming at becoming a central hub for legal resources produced in Greece. Though the project focuses on current law production the goal of the portal is to gradually incorporate all legislation issued from the foundation of the Modern Greek state and the publishing of the Government Gazette (1833 onwards). The project had to ensure its compatibility and interoperability with N-lex and EUR-Lex environments and align standards and terminology with its European counterparts as well as to accommodate local needs. The present study provides both the technical as well as the administrative challenges of the project. The case study presents the initial phase of the project and incorporates data deriving from the early implementation stages. The challenges emerging from the over-regulated and fragmented Hellenic legislation are discussed in relation to the technical issues arising from these particular elements. Furthermore, the adaptation of the ontological model (ELI) and the increasing need for securing semantic alignment and thematic specifications are presented. © The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature 2023.",2024,2026-01-17 07:02:47,2026-01-17 07:09:03,,8874-8899,,2,15,,J. Knowl. Econ.,,,,,,Springer,,English,,,Scopus,,,,,,,,Semantics; Controlled vocabularies; Legal acts; Legal information portals; Legal space; Legislative acts consolidation; Ontological schemes; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2026-01-21 15:57:39,EC3 – Narrow domain specificity
