"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3T4F4RBP","conferencePaper","2014","Delgado, F.; Hilera, J.; Ruggia, R.; Otón Tortosa, S.","A semantic interoperability standard for social security information exchange","Proc. European Conf. on e-Gov., ECEG","20491034 (ISSN); 9781908272010 (ISBN); 9781910810989 (ISBN); 1905305184 (ISBN); 9781906638085 (ISBN); 9781905305186 (ISBN); 9781909507326 (ISBN); 9781905305001 (ISBN); 9781911218388 (ISBN); 9781910810194 (ISBN); 9781906638634 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006371032&partnerID=40&md5=95a931fafc4d7cce48f8dc6c6af9bec6","The objective of this paper is introducing ongoing research about metadata standards for social security information exchanges. The proposal is a set of 15 elements based on the Dublin Core and ISO 15836-2009. Value of some elements is based on existing controlled vocabularies that should be updated and extended worldwide. The future standard should be tested by competent institutions that verify its practical use and complemented with an Interchange Field Format to facilitate the exchange of metadata set. © 2014 The Authors.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","425-429","","","2014-January","","","","","","","","Academic Conferences Limited info@academic-conferences.org","","English","","","Scopus","","","","Journal Abbreviation: Proc. European Conf. on e-Gov., ECEG","","","","Interoperability; Semantics; Metadata; Dublin Core; Information dissemination; Thesauri; Vocabulary control; Government data processing; Information exchanges; Semantic interoperability; Controlled vocabulary; Metadata Standards; Practical use; Social security; Social Security; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Ionas, A.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the European Conference on e-Government, ECEG","","","","","","","","","","","","","","",""
"CG69UY22","conferencePaper","2014","Müller, H.; Würriehausen, F.","Ensuring interoperability of geographic information in local government and inspire","Int. Multidisciplinary Sci. Geoconf. Surveying Geology Mining Ecology Manage., SGEM","13142704 (ISSN); 9786197603200 (ISBN); 9786197603323 (ISBN); 9786197105810 (ISBN); 9786197105049 (ISBN); 9786197105582 (ISBN); 978-619-7105-01-8 (ISBN); 9786197408423 (ISBN); 9786197603743 (ISBN); 9786197105186 (ISBN); 9786197408270 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946750026&partnerID=40&md5=153600a87bcdb0f75957d6706634c4ec","The paper presents a case study which highlights interoperable aspects of geographic information in a local government within the Infrastructure for Spatial Information in Europe (INSPIRE). Special emphasis of data and language heterogeneity specifically is given to the integration of community data within the higher infrastructure levels. The existing 34 data themes needed for environmental applications are referenced in Annexes I, II and III of the INSPIRE directive. The framework for the implementation is given by key components specified through technical implementing rules. The rules enable sharing of environmental spatial information among public sector organizations and better facilitate public access to spatial information across the European Union. For selected municipal data themes, the relation with the implementing rules will be investigated. The considerations are guided by the objectives of searchability, usability, reusability, composability and interoperability of digital data. Based on the current situation in the context of geographic information, data transformation and the usage of standards of the semantic web and ontologies to solve heterogeneity problems in data management are discussed. Cases of interoperability at the semantic, syntactic, and organisational level as well as results of data transformation and cartographic enhancement of local government data within the European spatial data infrastructure will be illustrated in the paper. In that way, we demonstrate how extensive knowledge which is already available for local government data can be used at the European level. © SGEM2014.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","559-566","","2","3","","","","","","","","International Multidisciplinary Scientific Geoconference sgem@sgem.org","","English","","","Scopus","","","","Journal Abbreviation: Int. Multidisciplinary Sci. Geoconf. Surveying Geology Mining Ecology Manage., SGEM","","","","Interoperability; Semantic Web; Metadata; Geographic information; Information management; Reusability; INSPIRE; Spatial data infrastructure; Local government; Remote sensing; Local Government; Cartographic enhancement; Environmental applications; Organisational level; Public sector organization; SDI; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Multidisciplinary Scientific GeoConference Surveying Geology and Mining Ecology Management, SGEM","","","","","","","","","","","","","","",""
"TYISSI22","conferencePaper","2014","Bellini, P.; Benigni, M.; Billero, R.; Nesi, P.; Rauch, N.","Ontology bulding vs data harvesting and cleaning for smart-city services","Proc. DMS Intl. Conf. Distributed Multimedia Syst.","1891706365 (ISBN)","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923882784&partnerID=40&md5=e4a0724fbf5b84eba41a26d8a84c38a2","Presently, a very large number of public and private data sets are available around the local governments. In most cases, they are not semantically interoperable and a huge human effort is needed to create integrated ontologies and knowledge base for smart city. Smart City ontology is not yet standardized, and a lot of research work is needed to identify models that can easily support the data reconciliation, the management of the complexity and reasoning. In this paper, a system for data ingestion and reconciliation of smart cities related aspects as road graph, services available on the roads, traffic sensors etc., is proposed. The system allows managing a big volume of data coming from a variety of sources considering both static and dynamic data. These data are mapped to smart-city ontology and stored into an RDF-Store where they are available for applications via SPARQL queries to provide new services to the users. The paper presents the process adopted to produce the ontology and the knowledge base and the mechanisms adopted for the verification, reconciliation and validation. Some examples about the possible usage of the coherent knowledge base produced are also offered and are accessible from the RDF-Store and related services. The article also presented the work performed about reconciliation algorithms and their comparative assessment and selection. © 2014 by Knowledge Systems Institute Graduate School.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","211-220","","","","","","","","","","","Knowledge Systems Institute Graduate School office@ksi.edu","","English","","","Scopus","","","","Journal Abbreviation: Proc. DMS Intl. Conf. Distributed Multimedia Syst.","","","","Semantic Web; Knowledge based systems; Smart city; Smart city ontology; Smart cities; Advanced traveler information systems; Knowledge base; Knowledge base construction; Knowledge-base construction; Linked open graph; Multimedia systems; Reconciliation; Validation and verification of knowledge base; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BX7XKSVT","conferencePaper","2014","Boselli, R.; Cesarini, M.; Mercorio, F.; Mezzanzanica, M.","Are the methodologies for producing linked open data feasible for public administrations?","DATA - Proc. Int. Conf. Data Manage. Technol. Appl.","9789897580352 (ISBN)","","10.5220/0005143303990407","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910092378&doi=10.5220%2F0005143303990407&partnerID=40&md5=26eb652d708fec3d8e57d1be94ab7211","Linked Open Data (LOD) enable the semantic interoperability of Public Administration (PA) information. Moreover, they allow citizens to reuse public information for creating new services and applications. Although there are many methodologies and guidelines to produce and publish LOD, the PAs still hardly understand and exploit LOD to improve their activities. In this paper we show the use of a set of best practices to support an Italian PA in producing LOD. We show the case of LOD production from existing open datasets related to public services. Together with the production of LOD we present the definition of a reference ontology, the Public Service Ontology, integrated with the datasets. During the application, we highlight and discuss some critical points we found in methodologies and technologies described in the literature, and we identify some potential improvements.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","399-407","","","","","","","","","","","SciTePress","","English","","","Scopus","","","","Journal Abbreviation: DATA - Proc. Int. Conf. Data Manage. Technol. Appl.","","","","Ontology; Semantics; Public administration; Public services; Information management; Semantic interoperability; Open Data; Linked Open Data; Linked data; Ontologies; Linked open datum; Linked open data (LOD); Best practices; New services; Public Administration Information; Public information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","Helfert, M.; Holzinger, A.; Belo, O.; Francalanci, C.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U9ZNV6NY","conferencePaper","2014","Francesconi, E.","An interoperability approach for enabling access to e-justice systems across Europe","Lect. Notes Comput. Sci.","03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN)","","10.1007/978-3-319-10178-1_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906847392&doi=10.1007%2F978-3-319-10178-1_3&partnerID=40&md5=713f2049f306eb1d562e6046fa1ee4cf","The creation of a pan-European area of Justice is one of the leading policies of the EU: to this aim the development of e-Justice services across Europe has been promoted within the e-CODEX project. In this paper an overview of the e-Justice platform architecture developed by e-CODEX, as well as the semantic solution conceived to transmit business documents in the domain of Justice within a scenario characterized by different languages and different legal systems, are described. © 2014 Springer International Publishing.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","26-40","","","8650 LNCS","","","","","","","","Springer Verlag service@springer.de","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Interoperability; Semantics; Information systems; Knowledge representation; Government data processing; Semantic interoperability; Domain model; Document model; Document Modeling; Domain Modeling; E justices; e-Delivery; e-Justice; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","",""
"J3F3H972","journalArticle","2014","Lamharhar, H.; Kabbaj, A.; Chiadmi, D.; Benhlima, L.","An e-government knowledge model: 'e-customs' case study","Electronic Government","","17407494 (ISSN); 17407508 (ISSN)","10.1504/EG.2014.063314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904331658&doi=10.1504%2FEG.2014.063314&partnerID=40&md5=b4a75f9e0f663567bf0eb9595760f09c","In e-government domain, an efficient semantic interoperability of services is a big challenge. Thus, for modelling semantically the public services, we have adopted semantic web services (SWS) technology. However, this technology allows only semantic description of services without giving a cognitive semantic representation of them. It allows modelling the relationships between services with their different situations through conceptual structures (CSs). In this paper, we develop an approach for modelling efficiently the public services based on SWS and CSs technologies. For this purpose, we extend OWL-S ontology with an e-government knowledge represented through a set of ontologies. Besides OWL-S ontology, we use the conceptual graphs theory as implemented in AminePlatform for structuring and organising the cognitive knowledge about services. Thus, for our application domain, that is, 'e-customs', we extend this platform to support simultaneous use of multiple domain-specific ontologies. Our approach enables as well enhancing service discovery and composition. Copyright © 2014 Inderscience Enterprises Ltd.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","59-82","","1-2","11","","Electron. Gov.","","","","","","Inderscience Publishers","","English","","","Scopus","","","","","","","","Ontology; E-government; AminePlatform; Conceptual graphs; Conceptual structures; E-customs; Ontology web language for services; OWL-S; Semantic web services; SWS; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AR7W8RJY","journalArticle","2014","Egloff, W.; Patterson, D.J.; Agosti, D.; Hagedorn, G.","Open exchange of scientific knowledge and European copyright: The case of biodiversity information","ZooKeys","","13132989 (ISSN)","10.3897/zookeys.414.7717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901986870&doi=10.3897%2Fzookeys.414.7717&partnerID=40&md5=5b2e512072e7b446a2c1facb682cdc9e","Background. The 7th Framework Programme for Research and Technological Development is helping the European Union to prepare for an integrative system for intelligent management of biodiversity knowledge. The infrastructure that is envisaged and that will be further developed within the Programme ""Horizon 2020"" aims to provide open and free access to taxonomic information to anyone with a requirement for biodiversity data, without the need for individual consent of other persons or institutions. Open and free access to information will foster the re-use and improve the quality of data, will accelerate research, and will promote new types of research. Progress towards the goal of free and open access to content is hampered by numerous technical, economic, sociological, legal, and other factors. The present article addresses barriers to the open exchange of biodiversity knowledge that arise from European laws, in particular European legislation on copyright and database protection rights. We present a legal point of view as to what will be needed to bring distributed information together and facilitate its re-use by data mining, integration into semantic knowledge systems, and similar techniques. We address exceptions and limitations of copyright or database protection within Europe, and we point to the importance of data use agreements. We illustrate how exceptions and limitations have been transformed into national legislations within some European states to create inconsistencies that impede access to biodiversity information. Conclusions. The legal situation within the EU is unsatisfactory because there are inconsistencies among states that hamper the deployment of an open biodiversity knowledge management system. Scientists within the EU who work with copyright protected works or with protected databases have to be aware of regulations that vary from country to country. This is a major stumbling block to international collaboration and is an impediment to the open exchange of biodiversity knowledge. Such differences should be removed by unifying exceptions and limitations for research purposes in a binding, Europe-wide regulation. © Willi Egloff et al.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","109-135","","414","","","ZooKeys","","","","","","Pensoft Publishers info@pensoft.net Geo Milev Street 13a Sofia 1111","","English","","","Scopus","","","","","","","","Biodiversity knowledge; Data use agreement; European copyright; European database protection right; Intellectual property rights; Open Access to data and information; Taxonomy; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DEI8B5VV","journalArticle","2014","Alqahtani, A.; Lu, H.; Lu, J.","Knowledge-based life event model for e-government service integration with illustrative examples","Intelligent Decision Technologies","","18724981 (ISSN)","10.3233/IDT-140188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901914510&doi=10.3233%2FIDT-140188&partnerID=40&md5=d1cc328ccdeddfefc4675f2033311779","The advancement of information and communications technology and web services offers an opportunity for e-government service integration, which can help improve the availability and quality of services offered. However, few of the potential service integration applications have been adopted by governments to increase the accessibility of and satisfaction with government services and information for citizens. Recently, the 'life event' concept was introduced as the core element of integrating complexity of service delivery to improve the efficiency and reusability of e-government services, web-based information management systems. In addition, a semantic web-based ontology is considered to be the most powerful conceptual approach for dealing with challenges associated with developing seamless systems in distributed environments. Among these challenges are interoperability, which can be loosely defined as the technical capability for interoperation. Despite the conceptual emergence of semantic web-based ontology for life events, the question remains of what methodology to use when designing a semantic web-based ontology for life events. This paper proposes a semantic web-based ontology model for life events for e-government service integration created using a methodology that implements the model using the ontology modelling tool Protégé and evaluates the model using Pellet Reasoner and the SPARQL query language. In addition, this model is illustrated by two examples, the Saudi Arabia King Abdullah Scholarship and Hafiz, to show the advantages of integrated systems compared with standalone systems. These examples show that the new model can effectively support the integration of standalone e-government services automatically so that citizens do not need to manually execute individual services. This can significantly improve the accessibility of e-government services and citizen's satisfaction. © 2014-IOS Press.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","189-205","","3","8","","Intelligent Decis. Technol","","","","","","IOS Press Nieuwe Hemweg 6B Amsterdam 1013 BG","","English","","","Scopus","","","","","","","","Ontology; Web services; Information management; Knowledge based systems; Reusability; E-government services; Information services; Query languages; Websites; Information and communications technology; Distributed environments; Conceptual approaches; e-government service integration; Highway accidents; life event; Life events; Service integration; Technical capabilities; Web-based information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SAVAGSCG","journalArticle","2014","Debruyne, C.; de Leenheer, P.","Using a method and tool for hybrid ontology engineering: An evaluation in the Flemish research information space","Journal of Theoretical and Applied Electronic Commerce Research","","","10.4067/S0718-18762014000200005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901781577&doi=10.4067%2FS0718-18762014000200005&partnerID=40&md5=323eca9632ff41b277bb4e97563e544d","We report on the results of the application of a method and tool for ontology construction in the research information domain, held in the context of an open data initiative of Flanders. The method emphasizes the use of natural language descriptions of concepts next to formal descriptions, and uses - for the formal definitions - a fact-oriented formalism grounded in natural language. In this experiment, a group of 36 participants were divided into different groups to build ontologies to establish semantic interoperability between autonomously developed research information systems and to annotate the data of an existing system provided by a public administration. User satisfaction of the tool was measured with the Post-Study System Usability uestionnaire. The result of that survey was that the participants were generally pleased with the platform, with its usefulness scoring best. As for the developed ontologies, their use was demonstrated by the applications developed by the participants. The experiment showed that having a formalism grounded in natural language leverages the ontology construction process for the stakeholders. The experiment also shows that a method needs to take into account the collaborative building of workflows within ontology projects, as not all ontology-engineering projects are alike. © 2014 Universidad de Talca-Chile.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","48-63","","2","9","","J. Theor. Appl. Electron. Commer. Res.","","","","","","Universidad de Talca Merced 437 Curico","","English","","","Scopus","","","","","","","","Collaborative ontology engineering; Fact-oriented modeling; Linked open ata; Research information systems; Tool evaluation; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QY483A3F","journalArticle","2014","Lamharhar, H.; Chiadmi, D.; Benhlima, L.","How semantic technologies transform e-government domain: A comparative study and framework","Transforming Government: People, Process and Policy","","17506166 (ISSN)","10.1108/TG-07-2013-0023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893497688&doi=10.1108%2FTG-07-2013-0023&partnerID=40&md5=4a5a1d28f83a5c76542973201f4f1130","Purpose: In e-government domain, an efficient semantic interoperability of services is a big challenge. In this context, semantic technologies play a fundamental role in numerous e-government programs. Indeed, these technologies enable enriching the public service description provided by different public administrations with additional semantic information, which allows automatic services processing and information exchange between involved members in comprehensive and interpretable manner, thus facilitating service integration and cooperation. The most frequently used technologies in this area are semantic web services (SWS) technology and ontology. Thus, for modelling efficiently public services, the authors have exploring, studying and analyzing some of e-government researches and projects that applied semantic technologies. Design/methodology/approach: In this paper, the authors address how semantic technologies transform the e-government domain through exploring and studying the use of SWS and ontology in numerous researches and projects applying these technologies in this area. Then, the authors have compared them through a set of criteria defined according to e-government requirements such as the SWS modelling approach for describing semantically public services, ontologies for representing governmental specific features (e.g. regulation and organizational structures) and developed portal for supporting user's perspectives. Based on this study, the authors have identified the appropriate standards, frameworks, and models for developing the framework. Findings: The authors have developed a framework for public services which enhances existing approaches with additional aspects. Thus, the approach comparing to other works improves the service ontology with a cognitive semantic approach to support the multiple usage contexts and situations of services. This semantic is developed in form of a Sit/Ctx ontology developed based on CSs model represented through conceptual graphs theory. The authors have used this model besides OWL-S, improving thus the level of automation of discovery and composition process of public services, which become more efficient with taken into consideration their interrelations and situations. Originality/value: The approach comparing to other works improves the service ontology with a cognitive semantic approach to support the multiple usage contexts and situations of public services, providing thus the end-users (people and enterprises) a better orientation in discovery process. © Emerald Group Publishing Limited.","2014","2026-01-17 07:02:48","2026-01-17 07:09:03","","49-75","","1","8","","Trans. Gov. People Process Policy","","","","","","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","","English","","","Scopus","","","","","","","","Ontology; e-Government; Semantic technologies; Conceptual structures; OWL-S; Semantic web services; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDI8G3HM","journalArticle","2013","Kaewboonma, N.; Tuamsuk, K.; Kanarkard, W.","Knowledge organization of integrated water resources management: A case of Chi river basin, Thailand","Journal of Information and Organizational Sciences","","18463312 (ISSN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890361553&partnerID=40&md5=6722dbb4c6ba0b2faf560d28aa991abb","This study is a part of the research project on the Development of an Ontology-Based Semantic Search for Integrated Water Resources Management of the Chi River Basin (CRB), Thailand. The study aimed at developing the knowledge domain of water resources management for CRB. The research methods included document analysis and qualitative research by adopting Liou (1990)'s knowledge acquisition approach. Fifteen experts including ten experts in the areas of environmental engineering, water resources engineering, and GIS, and seven government officers who has been involving with water management in the CRB were interviewed. The experts also took part in the processes of developing the knowledge domain, classifying, and structuring the knowledge for water resources management in the CRB. The results of this research were the knowledge domain of water resource management for CRB. An example of the water resources management knowledge domain which was structured by following concepts and processes of water resources management in Thailand is shown in this paper.","2013","2026-01-17 07:02:48","2026-01-17 07:09:03","","103-116","","2","37","","J. Inf. Organ. Sci.","","","","","","","","English","","","Scopus","","","","","","","","Knowledge model; Knowledge organization; Knowledge acquisition; Chi river basin Thailand; Knowledge domain; Water resources management; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YDA5VNTM","conferencePaper","2013","Segedinac, M.; Savić, S.; Zora, K.; Surla, S.","Software tool for automatic population of MLO-AD ontology from accreditation documents","SISY - IEEE Int. Symp. Intelligent Syst. Informatics, Proc.","9781479903054 (ISBN)","","10.1109/SISY.2013.6662556","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892517293&doi=10.1109%2FSISY.2013.6662556&partnerID=40&md5=2831d04948574422ad44f887b99df82e","Internationalization of higher education requires curriculum communication between educational institutions, as well as access to information about learning opportunities and/or achieved outcomes for other users like students, prospective employers and administrative institutions. In order to establish the interoperability in the field, European Union has adopted the metadata model MLO-AD (Metadata for Learning Opportunities - Advertising) as a standard CWA 15903:2008. The software tool presented in this paper is a part of the comprehensive software platform supporting international curriculum communication which relies on MLO-AD metadata standard and Semantic Web. The software tool is aimed at automated population of MLO-AD ontology from higher education institutions' accreditation documentation. © 2013 IEEE.","2013","2026-01-17 07:02:48","2026-01-17 07:09:03","","129-133","","","","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: SISY - IEEE Int. Symp. Intelligent Syst. Informatics, Proc.","","","","Metadata; Intelligent systems; Higher education institutions; Curricula; Metadata Standards; Accreditation; Automatic populations; Communication; Computer software; Educational institutions; Information science; Internationalization of higher educations; Learning opportunity; Prospective employers; Software platforms; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFV37DWD","journalArticle","2013","Greenberg, J.; Delgado-Azuara, F.; Hilera, J.; Ruggia, R.","Proposal of a controlled vocabulary to solve semantic interoperability problems in social security information exchanges","Library Hi Tech","","07378831 (ISSN)","10.1108/LHT-02-2013-0018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886780396&doi=10.1108%2FLHT-02-2013-0018&partnerID=40&md5=e6ab98b1ada6a3536b44f43dab6194b6","This report aims to present the state of play of semantic interoperability problems in social security data exchanges. The subject is presented as an open issue and taking into account the circumstances of the exchanges. Electronic exchanges in European Union social security are used as a case study. Semantic level of these exchanges seems to be the weakness and the use of controlled vocabularies is proposed as possible solution. The creation and maintenance of metadata sets are finally considered as a compromise solution. The article proposes a solution for the current semantic problems in electronic exchanges of social security information. The solution could be useful for social security institutions all over the world. © 2013, Emerald Group Publishing Limited","2013","2026-01-17 07:02:48","2026-01-17 07:09:03","","602-619","","4","31","","Libr. Hi Tech","","","","","","","","English","","","Scopus","","","","","","","","Interoperability; Metadata; eGovernment; Vocabulary; Social security; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S6YLNLNQ","journalArticle","2013","","12th IFIP WG 6.11 Conference on e-Business, e-Services, and e-Society, I3E 2013","IFIP Advances in Information and Communication Technology","","18684238 (ISSN); 9783032007766 (ISBN); 9783031962301 (ISBN); 9783031949234 (ISBN); 9783031971143 (ISBN); 9783031962387 (ISBN); 9783031965210 (ISBN); 9780387291215 (ISBN); 9783319900223 (ISBN); 9783319162737 (ISBN); 1402080697 (ISBN)","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882965731&partnerID=40&md5=7a49c7583dc1745b4fa32fdca1efafc9","The proceedings contain 28 papers. The special focus in this conference is on E-business, E-services, and E-society. The topics include: Order effects in observations of stated and revealed privacy preferences; a user privacy protection technique for executing SQL over encrypted data in database outsourcing service; assessing emotions related to privacy and trust in personalized services; trust and privacy in the shift from e-commerce to m-commerce; a cloud provider description schema for meeting legal requirements in cloud federation scenarios; identifying the major security and privacy concerns; a methodology for the development and verification of access control systems in cloud computing; simple mail delivery protocol; analysis of social network dynamics with models from the theory of complex adaptive systems; evaluation of spectrum rights for radio broadcasting operators; SWOT analysis of a Portuguese electronic health record; discovering authentication credentials in volatile memory of android mobile devices; conceptualizing perceived benefits and investigating its role in adoption of tablet computers among newspaper subscribers; designing to promote a new social affordance for energy consumption; coupons as monetary incentives in participatory sensing; foundational ontologies for semantic integration in eai; developing innovative services; creating knowledge within a c-business context; designing and developing a business continuity plan based on collective intelligence; rewarding in-game banner ad clicks with tangible incentives; designing visual exemplars of 3D online store layout types; a multicriteria methodology for the selection and prioritisation of public services and e-government benchmarking in European union.","2013","2026-01-17 07:02:48","2026-01-17 07:09:03","","","","","399","","IFIP Advances in Information and Communication Technology","","","","","","","","English","","","Scopus","","","","","","","","LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FC76FN9C","conferencePaper","2013","Gombocz, E.A.","Changing the model in Pharma and Healthcare - Can we afford to wait any longer?","Lect. Notes Comput. Sci.","03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN)","","10.1007/978-3-642-39437-9_1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879994500&doi=10.1007%2F978-3-642-39437-9_1&partnerID=40&md5=0d7892e0e92c07285bd1db2c246e3228","Innovations in healthcare delivery and Pharma require re-examination of process models at the foundation of our knowledge discovery and clinical practice. Despite real-time availability of 'big data' from ubiquitous sensors, mobile devices, 3D printing of drugs, and a mind shift in data ownership, data integration still remains one of the core challenges to innovation. Increasingly persistent, semantic data integration is gaining recognition for its dynamic data model and formalisms which make it possible to infer from and reason over interconnected contextualized data, creating actionable knowledge faster and at lower cost. While such technical advances underpin the successful strategies to drive positive patient outcomes or accelerate drug design, there are equally profound social changes towards the willingness of patients to share their own data - opening doors to new patient-centric, precision-medicine healthcare models. Adding astronomically rising costs in research and healthcare, we have arrived at a critical turning point where it is now well within our reach to change how drugs are developed, how trials are performed and how patients are treated - and we can do this with huge benefits for otherwise unsustainable industries. Examples show that not only is this possible today, but that such approaches already have traction; (i) in Pharma for assessing impact of excipient on drug stability and efficacy; for pre-clinical toxicity assessment and integral systems views on drug safety, (ii) in Government at the FDA's cross species biomarker initiative to reduce animal testing and (iii) in Health Care for organ transplant rejection assessment and COPD. Using comparative effectiveness and side effect analyses to base treatments on solid prognoses and therapy decision support, we can and must change discovery and healthcare into a data driven and patient centric paradigm. The socio-economic benefits of such a change will be enormous. © 2013 Springer-Verlag.","2013","2026-01-17 07:02:48","2026-01-17 07:09:03","","1-22","","","7970 LNBI","","","","","","","","","","English","","","Scopus","","","","Journal Abbreviation: Lect. Notes Comput. Sci.","","","","Semantics; Data integration; Decision support systems; use cases; Digital storage; Diagnosis; Semantic integration; Decision supports; decision support; Life-sciences; Economics; actionable knowledge; big data; Big datum; data ownership; Data ownership; life sciences; Mobile devices; patient centric; Patient treatment; precision medicine; semantic integration; sensors; Sensors; socio-economics; Socio-economics; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Computer Science","","","","","","","","","","","","","","",""
