,"﻿""Key""",Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body,asreview_label,asreview_time,asreview_note
47,B6YGDNBN,journalArticle,2022,"Masoumi, H.; Farahani, B.; Shams Aliee, F.",Systematic and ontology-based approach to interoperable cross-domain open government data services,"Transforming Government: People, Process and Policy",,17506166 (ISSN),10.1108/TG-08-2021-0132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121499379&doi=10.1108%2FTG-08-2021-0132&partnerID=40&md5=ab9a016729f3797697b5b384b5b4279b,"Purpose: Open government data (OGD) has emerged as a radical paradigm shift and endeavor among government administrations across the world mainly due to its promises of transparency, accountability, public-private collaboration, civic participation, social innovation and data-driven value creation. Complexity, cross-cutting nature, diversity of data sets, interoperability and quality issues usually hamper unlocking the full potential value of data. To tackle these challenges, this paper aims to provide a novel solution using a top-down approach. Design/methodology/approach: In this paper, the authors propose a systematic ontology-based approach combined with a novel architecture and its corresponding processes enabling organizations to carry out all the steps in the OGD value chain. In addition, an OGD Platform including a portal (www.iranopendata.ir) and a data management system (www.ogdms.iranopendata.ir) are developed to showcase the proposed solution. Findings: The efficiency and the applicability of the solution are evaluated by a real-life use case on energy consumption of the buildings of the city of Tehran, Iran. Finally, a comparison was made with existing solutions, and the results show the proposed approach is able to address the existing gaps in the literature. Originality/value: The results imply that modeling and designing the data model, as well as exploiting an ontology-based approach are critical pillars to create rich, relevant and well-described OGD data sets. Moreover, clarity on processes, roles and responsibilities are the key factors influencing the quality of the published data services. Thus, to the best of the knowledge, this is the first study that exploits and considers an ontology-based approach in a top-down manner to create OGD data sets. © 2021, Emerald Publishing Limited.",2022,2026-01-17 07:02:47,2026-01-17 07:09:03,,110-127,,1,16,,Trans. Gov. People Process Policy,,,,,,Emerald Group Holdings Ltd.,,English,,,Scopus,,,,,,,,Ontology; Data quality; Data interoperability; Semantic data; Open government data; Government data publishing; Open data; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:12:07,
62,LB49IQRG,conferencePaper,2021,"Yoshida, E.; Yokotani, T.; Ishibashi, K.; Mukai, H.",Proposals on the Root Data Domain Gateway and System Operations for IoT Data Interoperability,Int. Conf. Inf. Networking,19767684 (ISSN); 9781467302517 (ISBN); 9781509017249 (ISBN); 9798350330946 (ISBN); 0769509517 (ISBN); 9781728141985 (ISBN); 9781509051243 (ISBN); 9781665462686 (ISBN); 9781479936892 (ISBN); 9781538683507 (ISBN); 9781728191003 (ISBN),,10.1109/icoin50884.2021.9333863,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100793783&doi=10.1109%2Ficoin50884.2021.9333863&partnerID=40&md5=cc6eebd7bf5bd0c240669dc343ef10e1,"With the increasing developments in the Internet of Things (IoT), smart-city applications have been attracting widespread interest in many governments, organizations, and companies. The FED4IoT project is a research and innovation project that aims to develop a smart-city application, named 'VirIoT,' which realizes the semantic interoperability of IoT data among numerous IoT applications from different grounds. To realize the semantic interoperability of IoT data, data management on cloud platforms, such as FIWARE, is considered necessary. Therefore, the development of a root data domain gateway (RDG), which analyzes IoT data, converts its data format, and posts the data to the cloud service, is required. In this project, Kanazawa Institute of Technology has chosen wildlife monitoring as one of the use cases of the project, and its system using IoT has been designed and developed. Furthermore, its data model has been created for the development of the RDG. Finally, the RDG has been developed as a first step in the semantic interoperability of IoT data. © 2021 IEEE.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,408-412,,,2021-January,,,,,,,,IEEE Computer Society,,English,,,Scopus,,,,Journal Abbreviation: Int. Conf. Inf. Networking,,,,Interoperability; Semantics; Data domains; Information management; Semantic interoperability; IoT; Data interoperability; Internet of things; Smart city; Data federation; Gateway; Gateways (computer networks); Government companies; Government organizations; Innovation programs; ITS data; Systems operation; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Conference on Information Networking,,,,,,,,,,,,,,,,1,2026-01-17 10:13:19,
286,DDPQ2UGY,conferencePaper,2005,"Chen, C.-C.; Yeh, J.-H.; Sie, S.-H.",Government ontology and thesaurus construction: A taiwanese experience,Lect. Notes Comput. Sci.,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),,10.1007/11599517_30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744923204&doi=10.1007%2F11599517_30&partnerID=40&md5=7382e032026885d156ea5a4cd94b6926,"Due to the quantity and the diversity involved in e-government presentations and operations, traditional approaches to web site information management have been found to be rather inefficient in time and cost. Consequently, the necessity of establishing a government knowledge management system, so as to speed up information lookups, sharing, and linkups, naturally arises. Moreover, this knowledge management system would in turn enhance e-government effectiveness as it helps to store and transmit information, be it explicit or implicit in nature. The first step in creating this knowledge management system is to build up the government ontology and thesaurus. Upon the completion of the ontology and thesaurus needed, semantic searching can be conducted, which in turn kickstarts other mechanisms required for effective information management. Our research team has been commissioned by the Executive Yuan of Taiwan to establish the draft of government ontology and thesaurus and to design a framework for multiple-layered information management systems upon which the ontology and thesaurus can be constructed. The goal of this paper is to present the government ontology and thesaurus which our research team has come up with as well as the related infrastructure and function of the multiple-layered information management system © Springer-Verlag Berlin Heidelberg 2005.",2005,2026-01-17 07:02:49,2026-01-17 07:09:03,,263-272,,,3815 LNCS,,,,,,,,Springer Verlag,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Comput. Sci.,,,,Information management; Thesauri; Semantic interoperability; Knowledge management; Websites; Computer systems; Data storage equipment; Government ontology; Government thesaurus; Ontology editor; Table lookup; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Computer Science,,,,,,,,,,,,,,,,1,2026-01-17 10:17:56,
161,AR7W8RJY,journalArticle,2014,"Egloff, W.; Patterson, D.J.; Agosti, D.; Hagedorn, G.",Open exchange of scientific knowledge and European copyright: The case of biodiversity information,ZooKeys,,13132989 (ISSN),10.3897/zookeys.414.7717,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901986870&doi=10.3897%2Fzookeys.414.7717&partnerID=40&md5=5b2e512072e7b446a2c1facb682cdc9e,"Background. The 7th Framework Programme for Research and Technological Development is helping the European Union to prepare for an integrative system for intelligent management of biodiversity knowledge. The infrastructure that is envisaged and that will be further developed within the Programme ""Horizon 2020"" aims to provide open and free access to taxonomic information to anyone with a requirement for biodiversity data, without the need for individual consent of other persons or institutions. Open and free access to information will foster the re-use and improve the quality of data, will accelerate research, and will promote new types of research. Progress towards the goal of free and open access to content is hampered by numerous technical, economic, sociological, legal, and other factors. The present article addresses barriers to the open exchange of biodiversity knowledge that arise from European laws, in particular European legislation on copyright and database protection rights. We present a legal point of view as to what will be needed to bring distributed information together and facilitate its re-use by data mining, integration into semantic knowledge systems, and similar techniques. We address exceptions and limitations of copyright or database protection within Europe, and we point to the importance of data use agreements. We illustrate how exceptions and limitations have been transformed into national legislations within some European states to create inconsistencies that impede access to biodiversity information. Conclusions. The legal situation within the EU is unsatisfactory because there are inconsistencies among states that hamper the deployment of an open biodiversity knowledge management system. Scientists within the EU who work with copyright protected works or with protected databases have to be aware of regulations that vary from country to country. This is a major stumbling block to international collaboration and is an impediment to the open exchange of biodiversity knowledge. Such differences should be removed by unifying exceptions and limitations for research purposes in a binding, Europe-wide regulation. © Willi Egloff et al.",2014,2026-01-17 07:02:48,2026-01-17 07:09:03,,109-135,,414,,,ZooKeys,,,,,,Pensoft Publishers info@pensoft.net Geo Milev Street 13a Sofia 1111,,English,,,Scopus,,,,,,,,Biodiversity knowledge; Data use agreement; European copyright; European database protection right; Intellectual property rights; Open Access to data and information; Taxonomy; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:21:20,
208,P96HFPU5,bookSection,2011,"Taweel, A.; Delaney, B.; Speedie, S.",Towards Achieving Semantic Interoperability in eHealth Services,E-Healthcare Systems and Wirel. Communications: Current and Future Challenges,9781613501238 (ISBN); 9781613501245 (ISBN),,10.4018/978-1-61350-123-8.ch018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013712901&doi=10.4018%2F978-1-61350-123-8.ch018&partnerID=40&md5=e857b2d90318dd46c5d0f40ff0240aa2,"One common and primary vision of eHealth is to achieve seamless interoperability between eHealth systems to enable the delivery of the right information about the right patient to the right person at the right time. However, the high sensitivity of the clinical domain and the vast differences in eHealth systems pose a great interoperability challenge for solutions that rely solely on prior knowledge of common interoperability standards will not sufficiently scale. This chapter presents a service-based approach that utilises domain ontologies combined with extensible problem models, enriched with domain terminology and knowledge services to enable autonomous data governance and semantic interoperability. The chapter addresses the resulting requirements and proposes a solution outlining the results from the prototype of the approach. © 2012 by IGI Global. All rights reserved.",2011,2026-01-17 07:02:48,2026-01-17 07:09:03,,388-401,,,,,,,,,,,IGI Global,,English,,,Scopus,,,,Journal Abbreviation: E-Healthcare Systems and Wirel. Communications: Current and Future Challenges,,,,Interoperability; Ontology; Semantics; Government data processing; Semantic interoperability; eHealth; Domain Knowledge; Domain ontologies; Service-based; Ehealth; E-health services; e-Health systems; High sensitivity; Knowledge service; Prior-knowledge; Problem models; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:21:55,
153,RGX4K4DP,journalArticle,2015,"Çağdaş, V.; Stubkjaer, E.",Core immovable property vocabulary for european linked land administration,Survey Review,,00396265 (ISSN),10.1179/1752270614Y.0000000093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920146403&doi=10.1179%2F1752270614Y.0000000093&partnerID=40&md5=52bcc5f502d5f8de4888d276f3bbdbc2,"Public information regarding immovable property is recorded in national registries, including cadastre and land registry, building and dwelling (or address) registry, and property tax registry. An efficient land administration system is supposed to orchestrate these registries for crossborder and cross-sector land administration services. The recent developments in Semantic Web technologies and the Linked Data approach provide an efficient and flexible solution for web based integration of datasets recorded in these registries. The mentioned registries were specified according to different data models and standards which lead to interoperability problems. The concerned public organisations therefore need a common data model that clearly identifies the recording units of these registries and their core attributes, as well as relationships between them. The present research responds to this requirement by developing a common vocabulary, a Core Immovable Property Vocabulary, as an extension to the e-Government Core Vocabularies (version 1.0) issued recently by the European Commission (EC). The Core Immovable Property Vocabulary is developed by simplifying and capturing the minimal characteristics of complex domain standards and data specifications, thereby enabling a plain representation of immovable property units and their core attributes that are needed for land administration processes. It thus allows for the publication of land administration data sets within the Resource Description Framework (RDF), and renders the integration of land administration datasets with other registries such as address and civil registries encoded according to the e- Government Core Vocabularies. The vocabulary is the result of an individual research effort, carried out by the authors of the present article, and has recently been hosted by the EC ISA (Interoperability Solutions for European Public Administration) Joinup platform as a semantic asset (see https://joinup.ec.europa.eu/asset/cipv/description). The main contribution is the introduction of the Linked Data approach to the land administration domain which may make land administration data sets more accessible via the Web. © 2015 Survey Review Ltd.",2015,2026-01-17 07:02:48,2026-01-17 07:09:03,,49-60,,340,47,,Surv. Rev.,,,,,,Maney Publishing maney@maney.co.uk,,English,,,Scopus,,,,,,,,Linked Data; cadastre; land management; European Commission; World Wide Web; Cadastre; e-Government Core Vocabularies; Land administration; land registration; Linked land administration; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:22:37,
154,62C8PI48,conferencePaper,2014,"Ryhänen, K.; Päivärinta, T.; Tyrväinen, P.",Generic data models for Semantic e- Government interoperability: Literature Review,Innov. Public Sect.,18711073 (ISSN); 9781607507284 (ISBN); 9781607507260 (ISBN); 9781614991366 (ISBN); 9781614994282 (ISBN); 9781607509974 (ISBN); 9781586039738 (ISBN); 9781586037253 (ISBN); 9781614991120 (ISBN); 9781614992431 (ISBN),,10.3233/978-1-61499-429-9-106,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019681703&doi=10.3233%2F978-1-61499-429-9-106&partnerID=40&md5=f286df66f11aa53551ae0af36fae37c9,"Interoperability of e-government systems is suggested to increase transparency, efficiency, effectiveness, and customer service in the public sector. Generic data models are often seen as a way for achieving especially semantic interoperability. To assess how the contemporary data models support semantic egovernment interoperability, we reviewed literature on data models suggested for the public sector in light of four features: standard modelling language, entityrelationship modelling, vocabulary for data exchange and methodology. The review contributes previous research by introducing a four-feature framework for assessing capability of e-government data models to enhance interoperability and by providing an up-To-date review of the generic data models for this purpose. © 2014 The Authors and IOS Press.",2014,2026-01-17 07:02:48,2026-01-17 07:09:03,,106-119,,,21,,,,,,,,IOS Press Nieuwe Hemweg 6B Amsterdam 1013 BG,,English,,,Scopus,,,,Journal Abbreviation: Innov. Public Sect.,,,,Interoperability; Information model; Public administration; Data model; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Janssen, M.F.W.H.A.; Scholl, H.J.; Macintosh, A.; Tambouris, E.; Glassey, O.; Bannister, F.; Wimmer, M.A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Innovation and the Public Sector,,,,,,,,,,,,,,,,1,2026-01-17 10:25:35,
223,7MXR9HZ3,conferencePaper,2010,"Bartoloni, G.; Francesconi, E.",Sharing knowledge by conceptual mapping: The case of EU thesaural interoperability,Front. Artif. Intell. Appl.,09226389 (ISSN); 18798314 (ISSN); 9781614993605 (ISBN); 9781643685830 (ISBN); 9781586038311 (ISBN); 9781614994183 (ISBN); 9781614999409 (ISBN); 9781607507987 (ISBN); 1586035770 (ISBN); 9781643685694 (ISBN); 9781643685427 (ISBN); 9781607500490 (ISBN),,10.3233/978-1-60750-682-9-17,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650381187&doi=10.3233%2F978-1-60750-682-9-17&partnerID=40&md5=11704899037a4c78ef5db597dd9f9867,"The availability of public administration semantic Web services is strictly linked to the availability of knowledge resources. In particular their interoperability allows knowledge sharing and reuse, so to provide integrated services in a distributed environment. In this paper a machine learning technique for guaranteeing thesaural interoperability by conceptual mapping within an information retrieval framework is presented. In particular the case of thesaural interopearbility for cross-collection legal information retrieval services at EU level is shown. © 2010 The authors and IOS Press. All rights reserved.",2010,2026-01-17 07:02:49,2026-01-17 07:09:03,,17-26,,,223,,,,,,,,IOS Press BV,,English,,,Scopus,,,,Journal Abbreviation: Front. Artif. Intell. Appl.,,,,Interoperability; Web services; Public administration; Thesauri; Mapping; Information retrieval; SKOS; Sharing knowledge; Learning systems; Semantic Web Services; Integrated service; Conceptual mapping; Information Retrieval; Knowledge resource; Knowledge reuse; Knowledge-sharing; Support Vector Machine; Support vectors machine; Thesaurus mapping; Thesaurus Mapping; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frontiers in Artificial Intelligence and Applications,,,,,,,,,,,,,,,,1,2026-01-17 10:25:54,
224,G2DX49SW,conferencePaper,2010,"Francesconi, E.; Peruginelli, G.",Semantic interoperability among thesauri: A challenge in the multicultural legal domain,Lect. Notes Bus. Inf. Process.,18651348 (ISSN); 9783032045119 (ISBN); 9783642357015 (ISBN); 9783030057664 (ISBN); 9783031602597 (ISBN); 9783662471562 (ISBN); 9783319741604 (ISBN); 9783031616563 (ISBN); 9783031161674 (ISBN); 3642018556 (ISBN); 9783642280818 (ISBN),,10.1007/978-3-642-15402-7_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957015144&doi=10.1007%2F978-3-642-15402-7_34&partnerID=40&md5=aa05f6418db4da67883876d48cdacf72,"In the last few years crucial issues like cross-language legal information retrieval, document classification, legal knowledge discovery and extraction have been considered in theory and in practice. The availability of services allowing cross-language and cross-collection retrieval is a growing necessity. This paper focuses on the need to develop solutions for automatic, language-independent procedures to provide interoperability between mono/poly-lingual thesauri at national and European levels. This will guarantee sustainable and scalable services enabling to manage the multilingual complexity of the European Union legal context to be used for cross-language and cross-collection legal information retrieval. Wider use of the service can also be envisaged as support to legal translation services, as well as in general to promote integration and sharing of widespread and heterogeneous legal resources, providing new market opportunities for stakeholders to exploit the economic potential of public sector information in a multilanguage environment. © 2010 Springer-Verlag Berlin Heidelberg.",2010,2026-01-17 07:02:49,2026-01-17 07:09:03,,280-291,,,57 LNBIP,,,,,,,,Springer Verlag,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Bus. Inf. Process.,,,,SKOS; Cross-collection Information Retrieval; Legal Information Indexing; Thesauri Semantic Interoperability; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Business Information Processing,,,,,,,,,,,,,,,,1,2026-01-17 10:27:23,
219,ZGAVZNRE,bookSection,2010,"Laudi, A.",The semantic interoperability centre Europe: Reuse and the negotiation of meaning,Interoperability in Digit. Pub. Serv. and Admin.: Bridging E-Government and E-Business,9781615208876 (ISBN),,10.4018/978-1-61520-887-6.ch008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857072310&doi=10.4018%2F978-1-61520-887-6.ch008&partnerID=40&md5=485bf8b3ff84cdeba7ae8a56ef405a4f,"This chapter presents a case of a centralised and collaborative approach to interoperability in public administration: SEMIC.EU, the Semantic Interoperability Centre Europe. SEMIC.EU is a horizontal measure of the European Commission implemented with the primary purpose of enhancing semantic interoperability in public administrations and projects across Europe. The European Commission service calls on projects and individuals alike to share their solutions for semantic interoperability (so called ""assets"") or to find them through a joint effort. A standardised clearing process governs the evolution of the contributed data models, XML schemas, code lists and ontologies and gives guidance to potential re-users. The chapter argues that especially at a high level of administration like the European one, the guiding principles for common solutions to semantic interoperability coordination must be. exchange of existing practices and community-based negotiation of purposes and meanings. © 2011, IGI Global.",2010,2026-01-17 07:02:49,2026-01-17 07:09:03,,144-161,,,,,,,,,,,IGI Global,,English,,,Scopus,,,,Journal Abbreviation: Interoperability in Digit. Pub. Serv. and Admin.: Bridging E-Government and E-Business,,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:28:29,
212,SI5JVQ7S,book,2010,"Vitvar, T.; Peristeras, V.; Tarabanis, K.",Semantic technologies for e-government,,9783642035067 (ISBN),,10.1007/978-3-642-03507-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891401663&doi=10.1007%2F978-3-642-03507-4&partnerID=40&md5=874f4081f70944319b9b360310b641b9,"E-government faces huge challenges in achieving interoperability and integration, taking into account differences in laws, regulations, services, administrative processes and languages across regions and countries. On the other hand, issues like service, data and process integration have been researched by the Semantic Web community for several years now, and in the last two to three years we have witnessed the first applications of semantic technologies in real, operational e-government systems in both Europe and the US which address exactly these challenges. With this book, the editors present the latest research results on how to use semantic technologies in order to improve or even revolutionize the use of ICT in public administration systems. The contributions are organized into three parts: architectures and process integration, ontologies and interoperability, and portals and user interactions. They give a broad overview of how semantic technologies have been applied in different e-government projects funded from the European program for ICT Research and Development, and they cover a wide spectrum of semantic technologies such as development of domain and service ontologies, semantic enhancements of business process models, semantic Service-Oriented Architectures (SOAs) based on Semantic Web Services (SWS) frameworks, and ontology-based knowledge management. In this volume, researchers of Semantic Web technologies will find a wealth of challenging real-world scenarios to stimulate new fields of research, while developers of e-government systems as well as other stakeholders in public administration will appreciate the detailed presentations and discussions of numerous applications in areas such as e-government portals, personalization of Web-based public services, or integration and orchestration of public administration processes. © Springer-Verlag Berlin Heidelberg 2010.",2010,2026-01-17 07:02:48,2026-01-17 07:09:03,,,1.0,,,,,,,,,,Springer Verlag,,English,,,Scopus,,,,Journal Abbreviation: Semantic Technol. for E-Gov. Pages: 321 Publication Title: Semantic Technol. for E-Gov.,,,,LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:29:08,
244,USHUFLC7,conferencePaper,2008,"Herborn, T.; Mondorf, A.; Mougouie, B.; Wimmer, M.A.","Semantic interoperability in the BRITE Project: Ontologies as a tool for collaboration, cooperation and knowledge management",Lect. Notes Comput. Sci.,03029743 (ISSN); 9789819698936 (ISBN); 9789819698042 (ISBN); 9789819698110 (ISBN); 9789819698905 (ISBN); 9783032004949 (ISBN); 9789819512324 (ISBN); 9783032026019 (ISBN); 9783032008909 (ISBN); 9783031915802 (ISBN); 9789819698141 (ISBN),,10.1007/978-3-540-88871-0_34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149093013&doi=10.1007%2F978-3-540-88871-0_34&partnerID=40&md5=1720ae63f929e459ad801f16797d5f26,"Ontologies have been investigated for a while and are being studied as an instrument to enable cross-organizational semantic interoperability. The project BRITE (Business Register Interoperability Throughout Europe) aims at exploring ontologies as an instrument to effectively enable European Business Registers (BRs) to respond to changes imposed on them by European Union laws and new market requirements. In BRITE, ontologies are seen as a key instrument and technology to dissolve administrative, technical, cultural and lingual barriers of BRs on one hand, and as means to provide semantic interoperability on the other hand. The paper shows various ontology components of BRITE. It defines the inter-relation among these components and focuses on the domain ontology functionalities. We conclude with a critical reflection and valuable lessons learnt. © 2008 Springer Berlin Heidelberg.",2008,2026-01-17 07:02:49,2026-01-17 07:09:03,,475-483,,PART 1,5331 LNCS,,,,,,,,,,English,,,Scopus,,,,Journal Abbreviation: Lect. Notes Comput. Sci.,,,,Interoperability; Ontology; Semantics; Mapping; Semantic Interoperability; Knowledge management; Information theory; Domain ontologies; EGovernment; Conformal mapping; Management information systems; Administrative data processing; Application of ontologies; Business Processes; Critical reflections; Decentralized control; Direction of arrival; European Union laws; Europeans; Lessons learnt; Market requirements; One hands; Radio direction finding systems; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lecture Notes in Computer Science,,,,,,,,,,,,,,,,1,2026-01-17 10:30:12,
65,JN49NVTF,conferencePaper,2021,"Benaddi, H.; Laaz, N.; El Kettani, E.E.; Hannad, Y.",Ontology Model for Public Services in Morocco Based on 5W1H Approach: PSOM-eGovMa,Procedia Comput. Sci.,18770509 (ISSN); 9781510849914 (ISBN),,10.1016/j.procs.2021.12.265,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124609049&doi=10.1016%2Fj.procs.2021.12.265&partnerID=40&md5=08ccf424853cc6be22b5497a865a80b7,"Morocco has launched several e-government programs to develop efficient public e-services which meet the needs of users. However, while digitizing public services processes for Moroccan administrations, the designers of information systems record the entered data in databases, without being too interested in the meaning of the entries made by citizens nor on the benefit of exchanged information between public administrations. This causes inconsistency and lack of interoperability between public administration systems. Moreover, the systems require information collection and shared knowledge based on a common vocabulary of public services in Morocco. For this purpose, this paper presents an ontology model based on the 5w1h Method for defining the public services domain. This PSOM ontology is based on the referential defined by the Moroccan Ministry of Administration Reform and Public service. Indeed, we have collected the different concepts related to this field and all possible relationships between them in order to ensure interoperability between all government entities. © 2021 Elsevier B.V.. All rights reserved.",2021,2026-01-17 07:02:47,2026-01-17 07:09:03,,429-434,,,198,,,,,,,,Elsevier B.V.,,English,,,Scopus,,,,Journal Abbreviation: Procedia Comput. Sci.,,,,Interoperability; Semantic Web; Ontology; Public administration; Public services; Semantic-Web; Government data processing; Knowledge based systems; Domain ontologies; E-services; Ontology model; e-Government; Administration system; Government projects; Ontology Modeling; Public Services; Service process; System records; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,"Shakshuki, E.; Yasar, A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procedia Computer Science,,,,,,,,,,,,,,,,1,2026-01-17 10:30:52,
90,ME5RS9VS,journalArticle,2019,"Buyle, R.; Vanlishout, Z.; Coetzee, S.; De Paepe, D.; van Compernolle, M.; Thijs, G.; van Nuffelen, B.; de Vocht, L.; Mechant, P.; de Vidts, B.; Mannens, E.",Raising interoperability among base registries: The evolution of the Linked Base Registry for addresses in Flanders,Journal of Web Semantics,,15708268 (ISSN),10.1016/j.websem.2018.10.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056627811&doi=10.1016%2Fj.websem.2018.10.003&partnerID=40&md5=11e73928a22e18212eb3b06ddc22b4d4,"The transformation of society towards a digital economy and government austerity creates a new context leading to changing roles for both government and private sector. Boundaries between public and private services are blurring, enabling government and private sector to collaborate and share responsibilities. In Belgium, the regional Government of Flanders embedded the re-use of public sector information in its legislation and published a data portal containing well over 4000 Open Datasets. Due to a lack of interoperability, interconnecting and interpreting these sources of information remain challenges for public administrations, businesses and citizens. To dissolve the boundaries between the data silos, the Flemish government applied Linked Data design principles in an operational public sector context. This paper discusses the trends we have identified while ‘rewiring’ the Authentic Source for addresses to a Linked Base Registry. We observed the impact on multiple interoperability levels; namely on the legal, organisational, semantic and technical level. In conclusion Linked Data can increase semantic and technical interoperability and lead to a better adoption of government information in the public and private sector. We strongly believe that the insights from the past thirteen years in the region of Flanders could speed up processes in other countries that are facing the complexity of raising technical and semantic interoperability. © 2018 Elsevier B.V.",2019,2026-01-17 07:02:47,2026-01-17 07:09:03,,86-101,,,55,,J. Web Semant.,,,,,,Elsevier B.V.,,English,,,Scopus,,,,,,,,Interoperability; Semantic Web; Ontology; Public administration; Government data processing; Semantic interoperability; Data handling; Linked Open Data; Semantic web; Linked data; Technical interoperability; e-government; Government information; Sources of informations; Address registry; E-governments; Public and private sector; Public sector information; LR_Query: Scopus_02; LR_SearchDate: 2026-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2026-01-17 10:31:34,
